,Location,price_EGP,price_usd,property_type,Beds,Baths,Square Meter,city,sub_div
0,"Palm Hills Kattameya, El Katameya Compounds, El Katameya, New Cairo City, Cairo",9413000.0,148348880.0,Villa,5,4,366, Cairo, New Cairo City
1,"Al Hayat Resort, Al Ain Al Sokhna, Suez",1100000.0,17336000.0,Chalet,3,2,187, Suez, Al Ain Al Sokhna
2,"Stone Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",8500000.0,133960000.0,Villa,6,5,470, Cairo, New Cairo City
3,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",6200000.0,97712000.0,Twin House,4,3,357, Cairo, New Cairo City
4,"Villette, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",10000000.0,157600000.0,Villa,5,5,430, Cairo, New Cairo City
5,"Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4350000.0,68556000.0,Townhouse,3,3,234, Cairo, New Cairo City
6,"Mountain View Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",1330000.0,20960800.0,Apartment,2,2,133, Cairo, New Cairo City
7,"Rivan, New Capital Compounds, New Capital City, Cairo",7000000.0,110320000.0,Villa,6,6,550, Cairo, New Capital City
8,"Baymount, Al Ain Al Sokhna, Suez",1800000.0,28368000.0,Chalet,3,2,126, Suez, Al Ain Al Sokhna
9,"Mountain View Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3250000.0,51220000.0,iVilla,3,3,305, Cairo, New Cairo City
10,"Villette, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",6000000.0,94560000.0,Townhouse,4,4,303, Cairo, New Cairo City
11,"Mangroovy Residence, Al Gouna, Hurghada, Red Sea",4400000.0,69344000.0,Apartment,2,2,100, Red Sea, Hurghada
12,"Midtown, South Investors Area, New Cairo City, Cairo",2400000.0,37824000.0,Apartment,3,3,225, Cairo, New Cairo City
13,"Village Gardens Katameya, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2000000.0,31520000.0,Apartment,2,2,170, Cairo, New Cairo City
14,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",6700000.0,105592000.0,Twin House,4,5,355, Cairo, New Cairo City
15,"Baymount, Al Ain Al Sokhna, Suez",940000.0,14814400.0,Chalet,1,1,83, Suez, Al Ain Al Sokhna
16,"Stone Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4700000.0,74072000.0,Townhouse,3,3,245, Cairo, New Cairo City
17,"Stone Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2760000.0,43497600.0,Penthouse,4,4,220, Cairo, New Cairo City
18,"Azha, Al Ain Al Sokhna, Suez",2400000.0,37824000.0,Chalet,2,2,100, Suez, Al Ain Al Sokhna
19,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",6900000.0,108744000.0,Twin House,4,4,348, Cairo, New Cairo City
20,"Mangroovy Residence, Al Gouna, Hurghada, Red Sea",3350000.0,52796000.0,Apartment,2,2,117, Red Sea, Hurghada
21,"Zavani, New Capital Compounds, New Capital City, Cairo",1680000.0,26476800.0,Apartment,3,3,168, Cairo, New Capital City
22,"Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2970000.0,46807200.0,Apartment,3,3,183, Cairo, New Cairo City
23,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",7750000.0,122140000.0,Villa,3,3,270, Cairo, New Cairo City
24,"Stone Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2171000.0,34214960.0,Apartment,3,3,175, Cairo, New Cairo City
50,"Palm Hills Katameya Extension, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4403000.0,69391280.0,Townhouse,3,3,260, Cairo, New Cairo City
51,"Mountain View Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",1650000.0,26004000.0,Apartment,3,2,161, Cairo, New Cairo City
52,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",9100000.0,143416000.0,Villa,4,5,357, Cairo, New Cairo City
53,"Cairo Festival City, North Investors Area, New Cairo City, Cairo",5000000.0,78800000.0,Twin House,5,4,440, Cairo, New Cairo City
54,"Villette, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",5700000.0,89832000.0,Townhouse,4,4,311, Cairo, New Cairo City
55,"Katameya Dunes, El Katameya Compounds, El Katameya, New Cairo City, Cairo",16000000.0,252160000.0,Villa,5,5,600, Cairo, New Cairo City
56,"Ancient Sands Resort, Al Gouna, Hurghada, Red Sea",9500000.0,149720000.0,Villa,4,4,190, Red Sea, Hurghada
57,"Allegria, Sheikh Zayed Compounds, Sheikh Zayed City, Giza",15500000.0,244280000.0,Villa,6,5,515, Giza, Sheikh Zayed City
58,"Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",7835000.0,123479600.0,Townhouse,5,4,323, Cairo, New Cairo City
59,"Palm Hills Kattameya, El Katameya Compounds, El Katameya, New Cairo City, Cairo",17000000.0,267920000.0,Villa,5,6,810, Cairo, New Cairo City
60,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",9500000.0,149720000.0,Villa,3,4,347, Cairo, New Cairo City
61,"Mountain View Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2400000.0,37824000.0,iVilla,3,3,225, Cairo, New Cairo City
62,"Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3150000.0,49644000.0,Townhouse,2,2,249, Cairo, New Cairo City
63,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",6900000.0,108744000.0,Twin House,4,4,341, Cairo, New Cairo City
64,"Village Gardens Katameya, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",1900000.0,29944000.0,Apartment,2,2,180, Cairo, New Cairo City
65,"The Square, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",1550000.0,24428000.0,Apartment,3,3,173, Cairo, New Cairo City
66,"Sodic East, 6th District, New Heliopolis, Cairo",4497000.0,70872720.0,Townhouse,4,4,234, Cairo, New Heliopolis
67,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",9000000.0,141840000.0,Villa,4,4,407, Cairo, New Cairo City
68,"Cyan, Al Gouna, Hurghada, Red Sea",7600000.0,119776000.0,Villa,3,3,165, Red Sea, Hurghada
69,"Mountain View Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",1750000.0,27580000.0,Apartment,3,2,173, Cairo, New Cairo City
70,"Mountain View Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",1650000.0,26004000.0,Apartment,3,3,160, Cairo, New Cairo City
71,"Baymount, Al Ain Al Sokhna, Suez",1200000.0,18912000.0,Chalet,2,2,105, Suez, Al Ain Al Sokhna
72,"Villette, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",6100000.0,96136000.0,Twin House,4,4,310, Cairo, New Cairo City
73,"Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",6500000.0,102440000.0,Twin House,4,4,279, Cairo, New Cairo City
75,"Cairo Festival City, North Investors Area, New Cairo City, Cairo",12950000.0,204092000.0,Villa,5,6,560, Cairo, New Cairo City
76,"Sarayat Al Maadi, Hay El Maadi, Cairo",7000000.0,110320000.0,Duplex,5,4,300, Cairo, Hay El Maadi
77,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3900000.0,61464000.0,Apartment,3,3,186, Cairo, New Cairo City
78,"Eastown, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3900000.0,61464000.0,Apartment,3,4,234, Cairo, New Cairo City
79,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3500000.0,55160000.0,Apartment,3,3,200, Cairo, New Cairo City
80,"Al Jazeera, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",8500000.0,133960000.0,Villa,4,4,380, Cairo, New Cairo City
81,"Mountain View Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2700000.0,42552000.0,iVilla,4,3,234, Cairo, New Cairo City
82,"Eastown, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2400000.0,37824000.0,Apartment,2,3,155, Cairo, New Cairo City
83,"Mountain View Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2180000.0,34356800.0,Apartment,3,3,202, Cairo, New Cairo City
84,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",5900000.0,92984000.0,Townhouse,3,3,190, Cairo, New Cairo City
85,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",7000000.0,110320000.0,Twin House,4,4,341, Cairo, New Cairo City
86,"Lake View, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",30000000.0,472800000.0,Villa,5,7,950, Cairo, New Cairo City
87,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",7000000.0,110320000.0,Villa,4,4,250, Cairo, New Cairo City
88,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",18400000.0,289984000.0,Villa,6,7,520, Cairo, New Cairo City
89,"Al Safwa, 26th of July Corridor, 6 October City, Giza",7500000.0,118200000.0,Villa,5,5,750, Giza, 6 October City
90,"Degla Square, Degla, Hay El Maadi, Cairo",3500000.0,55160000.0,Apartment,5,5,300, Cairo, Hay El Maadi
91,"Mountain View Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",1840000.0,28998400.0,Penthouse,3,2,166, Cairo, New Cairo City
92,"Cairo Festival City, North Investors Area, New Cairo City, Cairo",5000000.0,78800000.0,Apartment,3,3,195, Cairo, New Cairo City
93,"Eastown, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2100000.0,33096000.0,Apartment,2,2,127, Cairo, New Cairo City
94,"Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",5600000.0,88256000.0,Villa,4,4,365, Cairo, New Cairo City
95,"Eastown, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4150000.0,65404000.0,Duplex,4,4,317, Cairo, New Cairo City
96,"Village Gardens Katameya, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2100000.0,33096000.0,Apartment,3,3,190, Cairo, New Cairo City
97,"Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3000000.0,47280000.0,Apartment,4,3,272, Cairo, New Cairo City
98,"Mountain View Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",1450000.0,22852000.0,Apartment,2,2,140, Cairo, New Cairo City
99,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",10250000.0,161540000.0,Villa,4,5,391, Cairo, New Cairo City
100,"Village Gardens Katameya, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3300000.0,52008000.0,Duplex,3,3,245, Cairo, New Cairo City
101,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",9300000.0,146568000.0,Villa,4,4,391, Cairo, New Cairo City
102,"Palm Hills Kattameya, El Katameya Compounds, El Katameya, New Cairo City, Cairo",6000000.0,94560000.0,Townhouse,3,5,340, Cairo, New Cairo City
103,"Village Gardens Katameya, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",1700000.0,26792000.0,Apartment,2,2,160, Cairo, New Cairo City
104,"Mountain View Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3100000.0,48856000.0,iVilla,4,4,287, Cairo, New Cairo City
105,"Cairo Festival City, North Investors Area, New Cairo City, Cairo",15500000.0,244280000.0,Villa,6,7,700, Cairo, New Cairo City
106,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3600000.0,56736000.0,Apartment,3,3,186, Cairo, New Cairo City
107,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",8200000.0,129232000.0,Villa,3,3,253, Cairo, New Cairo City
108,"Leila Mourad St., El Yasmeen 5, El Yasmeen, New Cairo City, Cairo",2600000.0,40976000.0,Duplex,4,4,370, Cairo, New Cairo City
109,"Mountain View Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2750000.0,43340000.0,iVilla,3,3,278, Cairo, New Cairo City
110,"Stone Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4000000.0,63040000.0,Townhouse,3,3,245, Cairo, New Cairo City
111,"Cairo Festival City, North Investors Area, New Cairo City, Cairo",17000000.0,267920000.0,Villa,5,5,750, Cairo, New Cairo City
112,"Cairo Festival City, North Investors Area, New Cairo City, Cairo",10900000.0,171784000.0,Villa,7+,7+,480, Cairo, New Cairo City
113,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",9650000.0,152084000.0,Villa,4,3,391, Cairo, New Cairo City
114,"Stone Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",7500000.0,118200000.0,Villa,4,3,340, Cairo, New Cairo City
115,"Eastown, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4200000.0,66192000.0,Apartment,3,3,278, Cairo, New Cairo City
116,"Akoya, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",1976500.0,31149640.0,Apartment,3,3,168, Cairo, New Cairo City
117,"Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",5500000.0,86680000.0,Villa,4,4,271, Cairo, New Cairo City
118,"El Patio Oro, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2000000.0,31520000.0,Apartment,2,2,128, Cairo, New Cairo City
119,"Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",1100000.0,17336000.0,Apartment,1,2,82, Cairo, New Cairo City
120,"Cairo Festival City, North Investors Area, New Cairo City, Cairo",2900000.0,45704000.0,Apartment,2,2,150, Cairo, New Cairo City
121,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",9600000.0,151296000.0,Villa,4,4,391, Cairo, New Cairo City
122,"Cairo Festival City, North Investors Area, New Cairo City, Cairo",16450000.0,259252000.0,Villa,7+,7+,714, Cairo, New Cairo City
123,"Fifth Square, North Investors Area, New Cairo City, Cairo",2940000.0,46334400.0,Apartment,3,2,147, Cairo, New Cairo City
124,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",7000000.0,110320000.0,Twin House,4,4,330, Cairo, New Cairo City
125,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",11800000.0,185968000.0,Villa,5,4,500, Cairo, New Cairo City
126,"Mountain View Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",1850000.0,29156000.0,Penthouse,3,3,164, Cairo, New Cairo City
127,"Lake View Residence, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4500000.0,70920000.0,Penthouse,3,3,345, Cairo, New Cairo City
128,"Fifth Square, North Investors Area, New Cairo City, Cairo",2940000.0,46334400.0,Apartment,3,2,150, Cairo, New Cairo City
130,"The Square, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2000000.0,31520000.0,Apartment,4,3,210, Cairo, New Cairo City
131,"Village Gardens Katameya, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",5500000.0,86680000.0,Villa,3,4,405, Cairo, New Cairo City
132,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",5900000.0,92984000.0,Twin House,3,4,229, Cairo, New Cairo City
133,"Bloomfields, Mostakbal City Compounds, Mostakbal City - Future City, Cairo",1310000.0,20645600.0,Apartment,2,2,112, Cairo, Mostakbal City - Future City
134,"Azzar, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4400000.0,69344000.0,Townhouse,4,4,250, Cairo, New Cairo City
135,"Cairo Festival City, North Investors Area, New Cairo City, Cairo",5000000.0,78800000.0,Apartment,3,3,200, Cairo, New Cairo City
136,"Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",1150000.0,18124000.0,Apartment,1,1,80, Cairo, New Cairo City
137,"The Crown, Cairo Alexandria Desert Road, 6 October City, Giza",6093100.0,96027256.0,Townhouse,3,4,211, Giza, 6 October City
138,"Mountain View 2, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",10000000.0,157600000.0,Villa,4,4,420, Cairo, New Cairo City
139,"Village Gardens Katameya, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",1550000.0,24428000.0,Apartment,2,2,160, Cairo, New Cairo City
140,"Cairo Festival City, North Investors Area, New Cairo City, Cairo",15500000.0,244280000.0,Villa,5,6,675, Cairo, New Cairo City
141,"Palm Hills Katameya Extension, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",6000000.0,94560000.0,Villa,4,4,356, Cairo, New Cairo City
142,"Villette, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",8500000.0,133960000.0,Villa,3,6,303, Cairo, New Cairo City
143,"Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2750000.0,43340000.0,Duplex,3,3,256, Cairo, New Cairo City
144,"Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2800000.0,44128000.0,Duplex,3,3,211, Cairo, New Cairo City
145,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",7900000.0,124504000.0,Villa,4,4,435, Cairo, New Cairo City
146,"Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2970000.0,46807200.0,Apartment,3,2,173, Cairo, New Cairo City
147,"Village Gardens Katameya, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4600000.0,72496000.0,Villa,3,3,290, Cairo, New Cairo City
148,"Mountain View Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2800000.0,44128000.0,iVilla,3,3,278, Cairo, New Cairo City
149,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",10600000.0,167056000.0,Villa,4,3,391, Cairo, New Cairo City
150,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",3500000.0,55160000.0,Apartment,3,3,184, Cairo, New Cairo City
151,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",5650000.0,89044000.0,Townhouse,3,3,280, Cairo, New Cairo City
152,"Village Gardens Katameya, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",1750000.0,27580000.0,Apartment,2,2,174, Cairo, New Cairo City
153,"Mountain View Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2150000.0,33884000.0,Apartment,3,3,199, Cairo, New Cairo City
154,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",12000000.0,189120000.0,Villa,6,7,500, Cairo, New Cairo City
155,"Eastown, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",1150000.0,18124000.0,Apartment,3,3,190, Cairo, New Cairo City
156,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",9500000.0,149720000.0,Villa,4,3,356, Cairo, New Cairo City
157,"Castle Landmark, New Capital Compounds, New Capital City, Cairo",1200000.0,18912000.0,Apartment,2,2,120, Cairo, New Capital City
158,"Eastown, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4200000.0,66192000.0,Apartment,3,2,255, Cairo, New Cairo City
159,"Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",892550.0,14066588.0,Townhouse,2,3,160, Cairo, New Cairo City
160,"Katameya Dunes, El Katameya Compounds, El Katameya, New Cairo City, Cairo",13000000.0,204880000.0,Villa,6,6,918, Cairo, New Cairo City
161,"Veranda, Sahl Hasheesh, Hurghada, Red Sea",1900000.0,29944000.0,Chalet,2,2,140, Red Sea, Hurghada
162,"Cairo Festival City, North Investors Area, New Cairo City, Cairo",5200000.0,81952000.0,Apartment,3,3,194, Cairo, New Cairo City
163,"Hyde Park, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",2145000.0,33805200.0,Apartment,2,2,145, Cairo, New Cairo City
164,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",9000000.0,141840000.0,Villa,3,3,356, Cairo, New Cairo City
165,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",6750000.0,106380000.0,Townhouse,3,4,225, Cairo, New Cairo City
166,"Hayah Residence, North Teseen St., The 5th Settlement, New Cairo City, Cairo",9800000.0,154448000.0,Villa,5,5,560, Cairo, New Cairo City
167,"Al Nozha St., Almazah, Heliopolis - Masr El Gedida, Cairo",2227500.0,35105400.0,Apartment,3,3,165, Cairo, Heliopolis - Masr El Gedida
169,"Mivida, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",6750000.0,106380000.0,Villa,4,4,320, Cairo, New Cairo City
170,"Villette, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",6200000.0,97712000.0,Townhouse,4,4,307, Cairo, New Cairo City
171,"La Vista 3, La Vista, Al Ain Al Sokhna, Suez",1900000.0,29944000.0,Chalet,3,2,140, Suez, Al Ain Al Sokhna
172,"El Patio 7, 5th Settlement Compounds, The 5th Settlement, New Cairo City, Cairo",4300000.0,67768000.0,Apartment,3,3,210, Cairo, New Cairo City
173,"Marassi, Sidi Abdel Rahman, North Coast",8000000.0,126080000.0,Twin House,4,4,290, North Coast, Sidi Abdel Rahman
